mmsi,vessel_name,imo,vessel_type,best_time,distance_km,ais_course,wind_slick_difference_deg,ais_slick_difference_deg,wind_score,ais_score,directional_score,proximity_score,final_attribution_score
367772750,LAUREN A,IMO8024741,30.0,2018-09-26 14:24:26+00:00,38.38821644539975,25.7,4.5789104925043205,28.0,94.9123216749952,68.88888888888889,81.90060528194203,0.0,49.14036316916522
538007911,CAPE TAURA,IMO9407251,89.0,2018-09-26 14:22:41+00:00,31.902825175984493,196.7,4.5789104925043205,37.0,94.9123216749952,58.88888888888889,76.90060528194205,0.0,46.14036316916523
237928000,ERIKOUSSA,IMO9254850,80.0,2018-09-26 14:24:02+00:00,29.861887208500935,273.0,4.5789104925043205,39.30000000000001,94.9123216749952,56.33333333333332,75.62282750416426,0.0,45.373696502498554
366970330,CHERAMIE BOTRUC 39,IMO9320166,90.0,2018-09-26 21:28:44+00:00,39.25023418562045,94.1,4.5789104925043205,40.400000000000006,94.9123216749952,55.111111111111114,75.01171639305315,0.0,45.00702983583189
538006166,TRF BERGEN,IMO9692246,80.0,2018-09-26 14:23:53+00:00,33.71935739028949,188.8,4.5789104925043205,44.89999999999998,94.9123216749952,50.11111111111113,72.51171639305316,0.0,43.507029835831894
366804450,CROSBY RAMBLER,,31.0,2018-09-26 14:23:55+00:00,34.560484803417026,186.9,4.5789104925043205,46.79999999999998,94.9123216749952,48.00000000000002,71.4561608374976,0.0,42.87369650249856
366957490,WILLIAM H JOHNSON,,60.0,2018-09-26 14:21:32+00:00,37.4560282525075,282.4,4.5789104925043205,48.69999999999999,94.9123216749952,45.8888888888889,70.40060528194205,0.0,42.24036316916523
538002355,OSPREY I,IMO9241504,70.0,2018-09-26 13:02:13+00:00,38.569164074998056,183.0,4.5789104925043205,50.69999999999999,94.9123216749952,43.66666666666668,69.28949417083093,0.0,41.57369650249856
367653160,FAST LEOPARD,IMO9718260,60.0,2018-09-26 12:17:39+00:00,35.81204371130297,108.8,4.5789104925043205,55.10000000000001,94.9123216749952,38.777777777777764,66.84504972638648,0.0,40.10702983583189
563450000,TORM ALMENA,IMO9465980,80.0,2018-09-26 06:07:01+00:00,37.80488265664645,156.9,4.5789104925043205,76.79999999999998,94.9123216749952,14.666666666666684,54.78949417083094,0.0,32.87369650249856
